"confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"2962","27.44",2020-05-03,"0","0","0.00","20-29","517","null"
"1163","10.78",2020-05-03,"0.17","2","0.80","30-39","516","null"
"1432","13.27",2020-05-03,"0.21","3","1.20","40-49","515","null"
"1956","18.12",2020-05-03,"0.77","15","6.00","50-59","514","null"
"1351","12.52",2020-05-03,"2.59","35","14.00","60-69","513","null"
"710","6.58",2020-05-03,"10.56","75","30.00","70-79","512","null"
"488","4.52",2020-05-03,"24.59","120","48.00","80 이상","511","null"
"6424","59.52",2020-05-03,"1.87","120","48.00","여성","510","null"
"4369","40.48",2020-05-03,"2.98","130","52.00","남성","509","null"
"140","1.3",2020-05-02,"0","0","0.00","0-9","497","null"
"590","5.47",2020-05-02,"0","0","0.00","10-19","496","null"
"2960","27.46",2020-05-02,"0","0","0.00","20-29","495","null"
"1160","10.76",2020-05-02,"0.17","2","0.80","30-39","494","null"
"1430","13.27",2020-05-02,"0.21","3","1.20","40-49","493","null"
"1956","18.14",2020-05-02,"0.77","15","6.00","50-59","492","null"
"1349","12.51",2020-05-02,"2.59","35","14.00","60-69","491","null"
"709","6.58",2020-05-02,"10.58","75","30.00","70-79","490","null"
"486","4.51",2020-05-02,"24.69","120","48.00","80 이상","489","null"
"6418","59.54",2020-05-02,"1.87","120","48.00","여성","488","null"
"4362","40.46",2020-05-02,"2.98","130","52.00","남성","487","null"
"140","1.3",2020-05-01,"0","0","0.00","0-9","475","null"
"590","5.48",2020-05-01,"0","0","0.00","10-19","474","null"
"2957","27.45",2020-05-01,"0","0","0.00","20-29","473","null"
"1159","10.76",2020-05-01,"0.17","2","0.81","30-39","472","null"
"1429","13.26",2020-05-01,"0.21","3","1.21","40-49","471","null"
"1956","18.15",2020-05-01,"0.77","15","6.05","50-59","470","null"
"1348","12.51",2020-05-01,"2.6","35","14.11","60-69","469","null"
"709","6.58",2020-05-01,"10.58","75","30.24","70-79","468","null"
"486","4.51",2020-05-01,"24.28","118","47.58","80 이상","467","null"
"6418","59.57",2020-05-01,"1.84","118","47.58","여성","466","null"
"4356","40.43",2020-05-01,"2.98","130","52.42","남성","465","null"
"140","1.3",2020-04-30,"0","0","0.00","0-9","453","null"
"590","5.48",2020-04-30,"0","0","0.00","10-19","452","null"
"2952","27.42",2020-04-30,"0","0","0.00","20-29","451","null"
"1158","10.76",2020-04-30,"0.17","2","0.81","30-39","450","null"
"1427","13.26",2020-04-30,"0.21","3","1.21","40-49","449","null"
"1956","18.17",2020-04-30,"0.77","15","6.07","50-59","448","null"
"1348","12.52",2020-04-30,"2.6","35","14.17","60-69","447","null"
"709","6.59",2020-04-30,"10.44","74","29.96","70-79","446","null"
"485","4.51",2020-04-30,"24.33","118","47.77","80 이상","445","null"
"6413","59.57",2020-04-30,"1.82","117","47.37","여성","444","null"
"4352","40.43",2020-04-30,"2.99","130","52.63","남성","443","null"
"140","1.3",2020-04-29,"0","0","0.00","0-9","431","null"
"590","5.48",2020-04-29,"0","0","0.00","10-19","430","null"
"2951","27.42",2020-04-29,"0","0","0.00","20-29","429","null"
"1156","10.74",2020-04-29,"0.17","2","0.81","30-39","428","null"
"1426","13.25",2020-04-29,"0.21","3","1.22","40-49","427","null"
"1956","18.18",2020-04-29,"0.77","15","6.10","50-59","426","null"
"1348","12.53",2020-04-29,"2.6","35","14.23","60-69","425","null"
"709","6.59",2020-04-29,"10.3","73","29.67","70-79","424","null"
"485","4.51",2020-04-29,"24.33","118","47.97","80 이상","423","null"
"6413","59.59",2020-04-29,"1.82","117","47.56","여성","422","null"
"4348","40.41",2020-04-29,"2.97","129","52.44","남성","421","null"
"140","1.3",2020-04-28,"0","0","0.00","0-9","409","null"
"590","5.49",2020-04-28,"0","0","0.00","10-19","408","null"
"2948","27.42",2020-04-28,"0","0","0.00","20-29","407","null"
"1154","10.73",2020-04-28,"0.17","2","0.82","30-39","406","null"
"1423","13.23",2020-04-28,"0.21","3","1.23","40-49","405","null"
"1955","18.18",2020-04-28,"0.77","15","6.15","50-59","404","null"
"1348","12.54",2020-04-28,"2.6","35","14.34","60-69","403","null"
"709","6.59",2020-04-28,"10.3","73","29.92","70-79","402","null"
"485","4.51",2020-04-28,"23.92","116","47.54","80 이상","401","null"
"6408","59.6",2020-04-28,"1.81","116","47.54","여성","400","null"
"4344","40.4",2020-04-28,"2.95","128","52.46","남성","399","null"
"140","1.3",2020-04-27,"0","0","0.00","0-9","387",""
"588","5.48",2020-04-27,"0","0","0.00","10-19","386",""
"2943","27.41",2020-04-27,"0","0","0.00","20-29","385",""
"1152","10.73",2020-04-27,"0.17","2","0.82","30-39","384",""
"1422","13.24",2020-04-27,"0.21","3","1.23","40-49","383",""
"1953","18.19",2020-04-27,"0.77","15","6.17","50-59","382",""
"1347","12.54",2020-04-27,"2.6","35","14.40","60-69","381",""
"708","6.59",2020-04-27,"10.17","72","29.63","70-79","380",""
"485","4.52",2020-04-27,"23.92","116","47.74","80 이상","379",""
"6401","59.61",2020-04-27,"1.81","116","47.74","여성","378",""
"4337","40.39",2020-04-27,"2.93","127","52.26","남성","377",""
"141","1.31",2020-04-26,"0","0","0.00","0-9","365",""
"586","5.46",2020-04-26,"0","0","0.00","10-19","364",""
"2940","27.4",2020-04-26,"0","0","0.00","20-29","363",""
"1147","10.69",2020-04-26,"0.17","2","0.83","30-39","362",""
"1421","13.25",2020-04-26,"0.21","3","1.24","40-49","361",""
"1953","18.2",2020-04-26,"0.77","15","6.20","50-59","360",""
"1347","12.56",2020-04-26,"2.6","35","14.46","60-69","359",""
"708","6.6",2020-04-26,"10.17","72","29.75","70-79","358",""
"485","4.52",2020-04-26,"23.71","115","47.52","80 이상","357",""
"6395","59.61",2020-04-26,"1.8","115","47.52","여성","356",""
"4333","40.39",2020-04-26,"2.93","127","52.48","남성","355",""
"139","1.3",2020-04-25,"0","0","0.00","0-9","343",""
"586","5.47",2020-04-25,"0","0","0.00","10-19","342",""
"2937","27.4",2020-04-25,"0","0","0.00","20-29","341",""
"1143","10.66",2020-04-25,"0.17","2","0.83","30-39","340",""
"1420","13.25",2020-04-25,"0.21","3","1.25","40-49","339",""
"1953","18.22",2020-04-25,"0.77","15","6.25","50-59","338",""
"1347","12.57",2020-04-25,"2.6","35","14.58","60-69","337",""
"708","6.61",2020-04-25,"10.03","71","29.58","70-79","336",""
"485","4.53",2020-04-25,"23.51","114","47.50","80 이상","335",""
"6391","59.63",2020-04-25,"1.77","113","47.08","여성","334",""
"4327","40.37",2020-04-25,"2.94","127","52.92","남성","333",""
"138","1.29",2020-04-24,"0","0","0.00","0-9","321",""
"585","5.46",2020-04-24,"0","0","0.00","10-19","320",""
"2934","27.4",2020-04-24,"0","0","0.00","20-29","319",""
"1142","10.66",2020-04-24,"0.18","2","0.83","30-39","318",""
"1418","13.24",2020-04-24,"0.21","3","1.25","40-49","317",""
"1953","18.24",2020-04-24,"0.77","15","6.25","50-59","316",""
"1345","12.56",2020-04-24,"2.6","35","14.58","60-69","315",""
"708","6.61",2020-04-24,"10.03","71","29.58","70-79","314",""
"485","4.53",2020-04-24,"23.51","114","47.50","80 이상","313",""
"6385","59.63",2020-04-24,"1.77","113","47.08","여성","312",""
"4323","40.37",2020-04-24,"2.94","127","52.92","남성","311",""
"138","1.29",2020-04-23,"0","0","0.00","0-9","299",""
"584","5.46",2020-04-23,"0","0","0.00","10-19","298",""
"2933","27.41",2020-04-23,"0","0","0.00","20-29","297",""
"1141","10.66",2020-04-23,"0.18","2","0.83","30-39","296",""
"1418","13.25",2020-04-23,"0.21","3","1.25","40-49","295",""
"1952","18.24",2020-04-23,"0.77","15","6.25","50-59","294",""
"1344","12.56",2020-04-23,"2.6","35","14.58","60-69","293",""
"708","6.62",2020-04-23,"10.03","71","29.58","70-79","292",""
"484","4.52",2020-04-23,"23.55","114","47.50","80 이상","291",""
"6384","59.65",2020-04-23,"1.77","113","47.08","여성","290",""
"4318","40.35",2020-04-23,"2.94","127","52.92","남성","289",""
"138","1.29",2020-04-22,"0","0","0.00","0-9","277",""
"583","5.45",2020-04-22,"0","0","0.00","10-19","276",""
"2931","27.41",2020-04-22,"0","0","0.00","20-29","275",""
"1140","10.66",2020-04-22,"0.18","2","0.84","30-39","274",""
"1417","13.25",2020-04-22,"0.21","3","1.26","40-49","273",""
"1951","18.24",2020-04-22,"0.77","15","6.30","50-59","272",""
"1344","12.57",2020-04-22,"2.53","34","14.29","60-69","271",""
"707","6.61",2020-04-22,"10.04","71","29.83","70-79","270",""
"483","4.52",2020-04-22,"23.4","113","47.48","80 이상","269",""
"6380","59.66",2020-04-22,"1.76","112","47.06","여성","268",""
"4314","40.34",2020-04-22,"2.92","126","52.94","남성","267",""
"138","1.29",2020-04-21,"0","0","0.00","0-9","244",""
"582","5.45",2020-04-21,"0","0","0.00","10-19","243",""
"2928","27.41",2020-04-21,"0","0","0.00","20-29","242",""
"1139","10.66",2020-04-21,"0.18","2","0.84","30-39","241",""
"1413","13.23",2020-04-21,"0.21","3","1.27","40-49","240",""
"1951","18.26",2020-04-21,"0.77","15","6.33","50-59","239",""
"1343","12.57",2020-04-21,"2.53","34","14.35","60-69","238",""
"706","6.61",2020-04-21,"9.92","70","29.54","70-79","237",""
"483","4.52",2020-04-21,"23.4","113","47.68","80 이상","236",""
"6375","59.67",2020-04-21,"1.76","112","47.26","여성","235",""
"4308","40.33",2020-04-21,"2.9","125","52.74","남성","234",""
"138","1.29",2020-04-20,"0","0","0.00","0-9","233",""
"581","5.44",2020-04-20,"0","0","0.00","10-19","232",""
"2926","27.41",2020-04-20,"0","0","0.00","20-29","231",""
"1139","10.67",2020-04-20,"0.18","2","0.85","30-39","230",""
"1412","13.23",2020-04-20,"0.21","3","1.27","40-49","229",""
"1948","18.25",2020-04-20,"0.77","15","6.36","50-59","228",""
"1343","12.58",2020-04-20,"2.53","34","14.41","60-69","227",""
"705","6.6",2020-04-20,"9.79","69","29.24","70-79","226",""
"482","4.52",2020-04-20,"23.44","113","47.88","80 이상","225",""
"6372","59.7",2020-04-20,"1.74","111","47.03","여성","224",""
"4302","40.3",2020-04-20,"2.91","125","52.97","남성","223",""
"138","1.29",2020-04-19,"0","0","0.00","0-9","222",""
"578","5.42",2020-04-19,"0","0","0.00","10-19","221",""
"2921","27.4",2020-04-19,"0","0","0.00","20-29","220",""
"1137","10.67",2020-04-19,"0.18","2","0.85","30-39","219",""
"1412","13.24",2020-04-19,"0.21","3","1.28","40-49","218",""
"1945","18.24",2020-04-19,"0.77","15","6.41","50-59","217",""
"1343","12.6",2020-04-19,"2.53","34","14.53","60-69","216",""
"705","6.61",2020-04-19,"9.65","68","29.06","70-79","215",""
"482","4.52",2020-04-19,"23.24","112","47.86","80 이상","214",""
"6364","59.69",2020-04-19,"1.73","110","47.01","여성","213",""
"4297","40.31",2020-04-19,"2.89","124","52.99","남성","212",""
"138","1.3",2020-04-18,"0","0","0.00","0-9","200",""
"576","5.41",2020-04-18,"0","0","0.00","10-19","199",""
"2918","27.39",2020-04-18,"0","0","0.00","20-29","198",""
"1136","10.66",2020-04-18,"0.09","1","0.43","30-39","197",""
"1412","13.25",2020-04-18,"0.21","3","1.29","40-49","196",""
"1944","18.25",2020-04-18,"0.77","15","6.47","50-59","195",""
"1343","12.61",2020-04-18,"2.46","33","14.22","60-69","194",""
"705","6.62",2020-04-18,"9.65","68","29.31","70-79","193",""
"481","4.52",2020-04-18,"23.28","112","48.28","80 이상","192",""
"6360","59.7",2020-04-18,"1.7","108","46.55","여성","191",""
"4293","40.3",2020-04-18,"2.89","124","53.45","남성","190",""
"136","1.28",2020-04-17,"0","0","0.00","0-9","189",""
"576","5.42",2020-04-17,"0","0","0.00","10-19","188",""
"2909","27.35",2020-04-17,"0","0","0.00","20-29","187",""
"1135","10.67",2020-04-17,"0.09","1","0.43","30-39","186",""
"1411","13.27",2020-04-17,"0.21","3","1.30","40-49","185",""
"1942","18.26",2020-04-17,"0.72","14","6.09","50-59","184",""
"1342","12.62",2020-04-17,"2.46","33","14.35","60-69","183",""
"704","6.62",2020-04-17,"9.66","68","29.57","70-79","182",""
"480","4.51",2020-04-17,"23.13","111","48.26","80 이상","181",""
"6349","59.7",2020-04-17,"1.7","108","46.96","여성","180",""
"4286","40.3",2020-04-17,"2.85","122","53.04","남성","179",""
"135","1.27",2020-04-16,"0","0","0.00","0-9","178",""
"572","5.39",2020-04-16,"0","0","0.00","10-19","177",""
"2900","27.32",2020-04-16,"0","0","0.00","20-29","176",""
"1132","10.67",2020-04-16,"0.09","1","0.44","30-39","175",""
"1410","13.29",2020-04-16,"0.21","3","1.31","40-49","174",""
"1940","18.28",2020-04-16,"0.72","14","6.11","50-59","173",""
"1341","12.64",2020-04-16,"2.46","33","14.41","60-69","172",""
"703","6.62",2020-04-16,"9.67","68","29.69","70-79","171",""
"480","4.52",2020-04-16,"22.92","110","48.03","80 이상","170",""
"6341","59.75",2020-04-16,"1.69","107","46.72","여성","169",""
"4272","40.25",2020-04-16,"2.86","122","53.28","남성","168",""
"132","1.25",2020-04-15,"0","0","0.00","0-9","156",""
"569","5.37",2020-04-15,"0","0","0.00","10-19","155",""
"2895","27.33",2020-04-15,"0","0","0.00","20-29","154",""
"1131","10.68",2020-04-15,"0.09","1","0.44","30-39","153",""
"1408","13.29",2020-04-15,"0.21","3","1.33","40-49","152",""
"1937","18.29",2020-04-15,"0.72","14","6.22","50-59","151",""
"1339","12.64",2020-04-15,"2.46","33","14.67","60-69","150",""
"702","6.63",2020-04-15,"9.69","68","30.22","70-79","149",""
"478","4.51",2020-04-15,"22.18","106","47.11","80 이상","148",""
"6325","59.72",2020-04-15,"1.69","107","47.56","여성","147",""
"4266","40.28",2020-04-15,"2.77","118","52.44","남성","146",""
"132","1.25",2020-04-14,"0","0","0.00","0-9","145",""
"565","5.35",2020-04-14,"0","0","0.00","10-19","144",""
"2886","27.32",2020-04-14,"0","0","0.00","20-29","143",""
"1126","10.66",2020-04-14,"0.09","1","0.45","30-39","142",""
"1405","13.3",2020-04-14,"0.21","3","1.35","40-49","141",""
"1935","18.32",2020-04-14,"0.72","14","6.31","50-59","140",""
"1338","12.67",2020-04-14,"2.47","33","14.86","60-69","139",""
"700","6.63",2020-04-14,"9.29","65","29.28","70-79","138",""
"477","4.52",2020-04-14,"22.22","106","47.75","80 이상","137",""
"6308","59.71",2020-04-14,"1.68","106","47.75","여성","136",""
"4256","40.29",2020-04-14,"2.73","116","52.25","남성","135",""
"132","1.25",2020-04-13,"0","0","0.00","0-9","134",""
"562","5.33",2020-04-13,"0","0","0.00","10-19","133",""
"2879","27.32",2020-04-13,"0","0","0.00","20-29","132",""
"1122","10.65",2020-04-13,"0.09","1","0.46","30-39","131",""
"1401","13.3",2020-04-13,"0.21","3","1.38","40-49","130",""
"1932","18.34",2020-04-13,"0.72","14","6.45","50-59","129",""
"1335","12.67",2020-04-13,"2.4","32","14.75","60-69","128",""
"698","6.62",2020-04-13,"9.17","64","29.49","70-79","127",""
"476","4.52",2020-04-13,"21.64","103","47.47","80 이상","126",""
"6294","59.73",2020-04-13,"1.62","102","47.00","여성","125",""
"4243","40.27",2020-04-13,"2.71","115","53.00","남성","124",""
"130","1.24",2020-04-12,"0","0","0.00","0-9","123",""
"561","5.34",2020-04-12,"0","0","0.00","10-19","122",""
"2869","27.29",2020-04-12,"0","0","0.00","20-29","121",""
"1120","10.65",2020-04-12,"0.09","1","0.47","30-39","120",""
"1400","13.32",2020-04-12,"0.21","3","1.40","40-49","119",""
"1930","18.36",2020-04-12,"0.73","14","6.54","50-59","118",""
"1330","12.65",2020-04-12,"2.33","31","14.49","60-69","117",""
"697","6.63",2020-04-12,"9.04","63","29.44","70-79","116",""
"475","4.52",2020-04-12,"21.47","102","47.66","80 이상","115",""
"6283","59.77",2020-04-12,"1.61","101","47.20","여성","114",""
"4229","40.23",2020-04-12,"2.67","113","52.80","남성","113",""
"130","1.24",2020-04-11,"0","0","0.00","0-9","112",""
"558","5.32",2020-04-11,"0","0","0.00","10-19","111",""
"2856","27.25",2020-04-11,"0","0","0.00","20-29","110",""
"1115","10.64",2020-04-11,"0.09","1","0.47","30-39","109",""
"1399","13.35",2020-04-11,"0.21","3","1.42","40-49","108",""
"1926","18.38",2020-04-11,"0.73","14","6.64","50-59","107",""
"1327","12.66",2020-04-11,"2.19","29","13.74","60-69","106",""
"694","6.62",2020-04-11,"9.08","63","29.86","70-79","105",""
"475","4.53",2020-04-11,"21.26","101","47.87","80 이상","104",""
"6265","59.78",2020-04-11,"1.6","100","47.39","여성","103",""
"4215","40.22",2020-04-11,"2.63","111","52.61","남성","102",""
"129","1.23",2020-04-10,"0","0","0.00","0-9","101",""
"553","5.29",2020-04-10,"0","0","0.00","10-19","100",""
"2851","27.28",2020-04-10,"0","0","0.00","20-29","99",""
"1113","10.65",2020-04-10,"0.09","1","0.48","30-39","98",""
"1396","13.36",2020-04-10,"0.21","3","1.44","40-49","97",""
"1920","18.37",2020-04-10,"0.68","13","6.25","50-59","96",""
"1320","12.63",2020-04-10,"2.12","28","13.46","60-69","95",""
"694","6.64",2020-04-10,"8.93","62","29.81","70-79","94",""
"474","4.54",2020-04-10,"21.31","101","48.56","80 이상","93",""
"6250","59.81",2020-04-10,"1.58","99","47.60","여성","92",""
"4200","40.19",2020-04-10,"2.6","109","52.40","남성","91",""
"128","1.23",2020-04-09,"0","0","0.00","0-9","90",""
"552","5.3",2020-04-09,"0","0","0.00","10-19","89",""
"2844","27.29",2020-04-09,"0","0","0.00","20-29","88",""
"1109","10.64",2020-04-09,"0.09","1","0.49","30-39","87",""
"1394","13.37",2020-04-09,"0.22","3","1.47","40-49","86",""
"1917","18.39",2020-04-09,"0.68","13","6.37","50-59","85",""
"1314","12.61",2020-04-09,"2.05","27","13.24","60-69","84",""
"692","6.64",2020-04-09,"8.67","60","29.41","70-79","83",""
"473","4.54",2020-04-09,"21.14","100","49.02","80 이상","82",""
"6238","59.85",2020-04-09,"1.55","97","47.55","여성","81",""
"4185","40.15",2020-04-09,"2.56","107","52.45","남성","80",""
"126","1.21",2020-04-08,"0","0","0.00","0-9","79",""
"548","5.28",2020-04-08,"0","0","0.00","10-19","78",""
"2832","27.27",2020-04-08,"0","0","0.00","20-29","77",""
"1102","10.61",2020-04-08,"0.09","1","0.50","30-39","76",""
"1387","13.36",2020-04-08,"0.22","3","1.50","40-49","75",""
"1915","18.44",2020-04-08,"0.68","13","6.50","50-59","74",""
"1312","12.63",2020-04-08,"2.06","27","13.50","60-69","73",""
"692","6.66",2020-04-08,"8.67","60","30.00","70-79","72",""
"470","4.53",2020-04-08,"20.43","96","48.00","80 이상","71",""
"6221","59.91",2020-04-08,"1.51","94","47.00","여성","70",""
"4163","40.09",2020-04-08,"2.55","106","53.00","남성","69",""
"1","1",2020-04-07,"1","1","1","0-11","23",""
"126","1.22",2020-04-07,"0","0","0","0-9","22",""
"544","5.27",2020-04-07,"0","0","0","10-19","21",""
"2819","27.29",2020-04-07,"0","0","0","20-29","20",""
"1092","10.57",2020-04-07,"0.09","1","0.52","30-39","19",""
"1382","13.38",2020-04-07,"0.14","2","1.04","40-49","18",""
"1909","18.48",2020-04-07,"0.68","13","6.77","50-59","17",""
"1304","12.62",2020-04-07,"1.99","26","13.54","60-69","16",""
"689","6.67",2020-04-07,"8.27","57","29.69","70-79","15",""
"466","4.51",2020-04-07,"19.96","93","48.44","80 이상","14",""
"6193","59.95",2020-04-07,"1.47","91","47.40","여성","13",""
"4138","40.05",2020-04-07,"2.44","101","52.60","남성","12",""
"112","1.14",2020-04-02,"0","0","0","0-9","11",""
"515","5.26",2020-04-02,"0","0","0","10-19","10",""
"2656","27.14",2020-04-02,"0","0","0","20-29","9",""
"1012","10.34",2020-04-02,"0.1","1","0.62","30-39","8",""
