"confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"1345","11.26",2020-06-11,"0.15","2","0.72","30-39","1341","null"
"1574","13.17",2020-06-11,"0.19","3","1.09","40-49","1340","null"
"2137","17.89",2020-06-11,"0.7","15","5.43","50-59","1339","null"
"1517","12.7",2020-06-11,"2.57","39","14.13","60-69","1338","null"
"787","6.59",2020-06-11,"10.29","81","29.35","70-79","1337","null"
"519","4.34",2020-06-11,"26.2","136","49.28","80 이상","1336","null"
"6917","57.9",2020-06-11,"1.86","129","46.74","여성","1335","null"
"5030","42.1",2020-06-11,"2.92","147","53.26","남성","1334","null"
"167","1.4",2020-06-10,"0","0","0.00","0-9","1322","null"
"674","5.66",2020-06-10,"0","0","0.00","10-19","1321","null"
"3217","27.03",2020-06-10,"0","0","0.00","20-29","1320","null"
"1335","11.22",2020-06-10,"0.15","2","0.72","30-39","1319","null"
"1569","13.18",2020-06-10,"0.19","3","1.09","40-49","1318","null"
"2128","17.88",2020-06-10,"0.7","15","5.43","50-59","1317","null"
"1512","12.7",2020-06-10,"2.58","39","14.13","60-69","1316","null"
"782","6.57",2020-06-10,"10.36","81","29.35","70-79","1315","null"
"518","4.35",2020-06-10,"26.25","136","49.28","80 이상","1314","null"
"6900","57.97",2020-06-10,"1.87","129","46.74","여성","1313","null"
"5002","42.03",2020-06-10,"2.94","147","53.26","남성","1312","null"
"166","1.4",2020-06-09,"0","0","0.00","0-9","1300","null"
"672","5.67",2020-06-09,"0","0","0.00","10-19","1299","null"
"3211","27.09",2020-06-09,"0","0","0.00","20-29","1298","null"
"1326","11.19",2020-06-09,"0.15","2","0.73","30-39","1297","null"
"1568","13.23",2020-06-09,"0.19","3","1.09","40-49","1296","null"
"2121","17.9",2020-06-09,"0.71","15","5.47","50-59","1295","null"
"1496","12.62",2020-06-09,"2.61","39","14.23","60-69","1294","null"
"775","6.54",2020-06-09,"10.45","81","29.56","70-79","1293","null"
"517","4.36",2020-06-09,"25.92","134","48.91","80 이상","1292","null"
"6872","57.98",2020-06-09,"1.86","128","46.72","여성","1291","null"
"4980","42.02",2020-06-09,"2.93","146","53.28","남성","1290","null"
"166","1.41",2020-06-08,"0","0","0.00","0-9","1278","null"
"672","5.69",2020-06-08,"0","0","0.00","10-19","1277","null"
"3208","27.15",2020-06-08,"0","0","0.00","20-29","1276","null"
"1324","11.21",2020-06-08,"0.15","2","0.73","30-39","1275","null"
"1564","13.24",2020-06-08,"0.19","3","1.10","40-49","1274","null"
"2111","17.87",2020-06-08,"0.71","15","5.49","50-59","1273","null"
"1487","12.59",2020-06-08,"2.62","39","14.29","60-69","1272","null"
"770","6.52",2020-06-08,"10.52","81","29.67","70-79","1271","null"
"512","4.33",2020-06-08,"25.98","133","48.72","80 이상","1270","null"
"6852","58",2020-06-08,"1.87","128","46.89","여성","1269","null"
"4962","42",2020-06-08,"2.92","145","53.11","남성","1268","null"
"165","1.4",2020-06-07,"0","0","0.00","0-9","1256","null"
"670","5.69",2020-06-07,"0","0","0.00","10-19","1255","null"
"3203","27.2",2020-06-07,"0","0","0.00","20-29","1254","null"
"1322","11.23",2020-06-07,"0.15","2","0.73","30-39","1253","null"
"1559","13.24",2020-06-07,"0.19","3","1.10","40-49","1252","null"
"2105","17.88",2020-06-07,"0.71","15","5.49","50-59","1251","null"
"1476","12.53",2020-06-07,"2.64","39","14.29","60-69","1250","null"
"767","6.51",2020-06-07,"10.56","81","29.67","70-79","1249","null"
"509","4.32",2020-06-07,"26.13","133","48.72","80 이상","1248","null"
"6826","57.97",2020-06-07,"1.88","128","46.89","여성","1247","null"
"4950","42.03",2020-06-07,"2.93","145","53.11","남성","1246","null"
"164","1.4",2020-06-06,"0","0","0.00","0-9","1245","null"
"664","5.67",2020-06-06,"0","0","0.00","10-19","1244","null"
"3200","27.31",2020-06-06,"0","0","0.00","20-29","1243","null"
"1316","11.23",2020-06-06,"0.15","2","0.73","30-39","1242","null"
"1551","13.23",2020-06-06,"0.19","3","1.10","40-49","1241","null"
"2094","17.87",2020-06-06,"0.72","15","5.49","50-59","1240","null"
"1464","12.49",2020-06-06,"2.66","39","14.29","60-69","1239","null"
"759","6.48",2020-06-06,"10.67","81","29.67","70-79","1238","null"
"507","4.33",2020-06-06,"26.23","133","48.72","80 이상","1237","null"
"6799","58.02",2020-06-06,"1.88","128","46.89","여성","1236","null"
"4920","41.98",2020-06-06,"2.95","145","53.11","남성","1235","null"
"161","1.38",2020-06-05,"0","0","0.00","0-9","1223","null"
"663","5.68",2020-06-05,"0","0","0.00","10-19","1222","null"
"3198","27.41",2020-06-05,"0","0","0.00","20-29","1221","null"
"1310","11.23",2020-06-05,"0.15","2","0.73","30-39","1220","null"
"1540","13.2",2020-06-05,"0.19","3","1.10","40-49","1219","null"
"2086","17.88",2020-06-05,"0.72","15","5.49","50-59","1218","null"
"1455","12.47",2020-06-05,"2.68","39","14.29","60-69","1217","null"
"751","6.44",2020-06-05,"10.79","81","29.67","70-79","1216","null"
"504","4.32",2020-06-05,"26.39","133","48.72","80 이상","1215","null"
"6775","58.06",2020-06-05,"1.89","128","46.89","여성","1214","null"
"4893","41.94",2020-06-05,"2.96","145","53.11","남성","1213","null"
"160","1.38",2020-06-04,"0","0","0.00","0-9","1201","null"
"661","5.68",2020-06-04,"0","0","0.00","10-19","1200","null"
"3193","27.46",2020-06-04,"0","0","0.00","20-29","1199","null"
"1308","11.25",2020-06-04,"0.15","2","0.73","30-39","1198","null"
"1537","13.22",2020-06-04,"0.2","3","1.10","40-49","1197","null"
"2079","17.88",2020-06-04,"0.72","15","5.49","50-59","1196","null"
"1445","12.43",2020-06-04,"2.7","39","14.29","60-69","1195","null"
"744","6.4",2020-06-04,"10.89","81","29.67","70-79","1194","null"
"502","4.32",2020-06-04,"26.49","133","48.72","80 이상","1193","null"
"6757","58.1",2020-06-04,"1.89","128","46.89","여성","1192","null"
"4872","41.9",2020-06-04,"2.98","145","53.11","남성","1191","null"
"159","1.37",2020-06-03,"0","0","0.00","0-9","1179","null"
"661","5.7",2020-06-03,"0","0","0.00","10-19","1178","null"
"3188","27.51",2020-06-03,"0","0","0.00","20-29","1177","null"
"1305","11.26",2020-06-03,"0.15","2","0.73","30-39","1176","null"
"1534","13.24",2020-06-03,"0.2","3","1.10","40-49","1175","null"
"2070","17.86",2020-06-03,"0.72","15","5.49","50-59","1174","null"
"1436","12.39",2020-06-03,"2.72","39","14.29","60-69","1173","null"
"738","6.37",2020-06-03,"10.98","81","29.67","70-79","1172","null"
"499","4.31",2020-06-03,"26.65","133","48.72","80 이상","1171","null"
"6738","58.14",2020-06-03,"1.9","128","46.89","여성","1170","null"
"4852","41.86",2020-06-03,"2.99","145","53.11","남성","1169","null"
"158","1.37",2020-06-02,"0","0","0.00","0-9","1157","null"
"659","5.71",2020-06-02,"0","0","0.00","10-19","1156","null"
"3183","27.58",2020-06-02,"0","0","0.00","20-29","1155","null"
"1299","11.26",2020-06-02,"0.15","2","0.74","30-39","1154","null"
"1529","13.25",2020-06-02,"0.2","3","1.10","40-49","1153","null"
"2061","17.86",2020-06-02,"0.73","15","5.51","50-59","1152","null"
"1421","12.31",2020-06-02,"2.74","39","14.34","60-69","1151","null"
"732","6.34",2020-06-02,"10.93","80","29.41","70-79","1150","null"
"499","4.32",2020-06-02,"26.65","133","48.90","80 이상","1149","null"
"6712","58.16",2020-06-02,"1.91","128","47.06","여성","1148","null"
"4829","41.84",2020-06-02,"2.98","144","52.94","남성","1147","null"
"157","1.37",2020-05-31,"0","0","0.00","0-9","1124","null"
"655","5.71",2020-05-31,"0","0","0.00","10-19","1123","null"
"3176","27.69",2020-05-31,"0","0","0.00","20-29","1122","null"
"1292","11.27",2020-05-31,"0.15","2","0.74","30-39","1121","null"
"1521","13.26",2020-05-31,"0.2","3","1.11","40-49","1120","null"
"2039","17.78",2020-05-31,"0.74","15","5.56","50-59","1119","null"
"1405","12.25",2020-05-31,"2.78","39","14.44","60-69","1118","null"
"725","6.32",2020-05-31,"11.03","80","29.63","70-79","1117","null"
"498","4.34",2020-05-31,"26.31","131","48.52","80 이상","1116","null"
"6673","58.19",2020-05-31,"1.9","127","47.04","여성","1115","null"
"4795","41.81",2020-05-31,"2.98","143","52.96","남성","1114","null"
"157","1.37",2020-05-30,"0","0","0.00","0-9","1102","null"
"655","5.73",2020-05-30,"0","0","0.00","10-19","1101","null"
"3167","27.68",2020-05-30,"0","0","0.00","20-29","1100","null"
"1285","11.23",2020-05-30,"0.16","2","0.74","30-39","1099","null"
"1517","13.26",2020-05-30,"0.2","3","1.12","40-49","1098","null"
"2033","17.77",2020-05-30,"0.74","15","5.58","50-59","1097","null"
"1404","12.27",2020-05-30,"2.78","39","14.50","60-69","1096","null"
"725","6.34",2020-05-30,"10.9","79","29.37","70-79","1095","null"
"498","4.35",2020-05-30,"26.31","131","48.70","80 이상","1094","null"
"6661","58.22",2020-05-30,"1.91","127","47.21","여성","1093","null"
"4780","41.78",2020-05-30,"2.97","142","52.79","남성","1092","null"
"156","1.37",2020-05-29,"0","0","0.00","0-9","1080","null"
"650","5.7",2020-05-29,"0","0","0.00","10-19","1079","null"
"3158","27.7",2020-05-29,"0","0","0.00","20-29","1078","null"
"1283","11.25",2020-05-29,"0.16","2","0.74","30-39","1077","null"
"1513","13.27",2020-05-29,"0.2","3","1.12","40-49","1076","null"
"2023","17.74",2020-05-29,"0.74","15","5.58","50-59","1075","null"
"1400","12.28",2020-05-29,"2.79","39","14.50","60-69","1074","null"
"724","6.35",2020-05-29,"10.91","79","29.37","70-79","1073","null"
"495","4.34",2020-05-29,"26.46","131","48.70","80 이상","1072","null"
"6643","58.26",2020-05-29,"1.91","127","47.21","여성","1071","null"
"4759","41.74",2020-05-29,"2.98","142","52.79","남성","1070","null"
"155","1.37",2020-05-28,"0","0","0.00","0-9","1058","null"
"644","5.68",2020-05-28,"0","0","0.00","10-19","1057","null"
"3146","27.73",2020-05-28,"0","0","0.00","20-29","1056","null"
"1274","11.23",2020-05-28,"0.16","2","0.74","30-39","1055","null"
"1503","13.25",2020-05-28,"0.2","3","1.12","40-49","1054","null"
"2014","17.75",2020-05-28,"0.74","15","5.58","50-59","1053","null"
"1392","12.27",2020-05-28,"2.8","39","14.50","60-69","1052","null"
"724","6.38",2020-05-28,"10.91","79","29.37","70-79","1051","null"
"492","4.34",2020-05-28,"26.63","131","48.70","80 이상","1050","null"
"6617","58.33",2020-05-28,"1.92","127","47.21","여성","1049","null"
"4727","41.67",2020-05-28,"3","142","52.79","남성","1048","null"
"153","1.36",2020-05-27,"0","0","0.00","0-9","1036","null"
"640","5.68",2020-05-27,"0","0","0.00","10-19","1035","null"
"3131","27.79",2020-05-27,"0","0","0.00","20-29","1034","null"
"1248","11.08",2020-05-27,"0.16","2","0.74","30-39","1033","null"
"1489","13.22",2020-05-27,"0.2","3","1.12","40-49","1032","null"
"2002","17.77",2020-05-27,"0.75","15","5.58","50-59","1031","null"
"1386","12.3",2020-05-27,"2.81","39","14.50","60-69","1030","null"
"724","6.43",2020-05-27,"10.91","79","29.37","70-79","1029","null"
"492","4.37",2020-05-27,"26.63","131","48.70","80 이상","1028","null"
"6585","58.46",2020-05-27,"1.93","127","47.21","여성","1027","null"
"4680","41.54",2020-05-27,"3.03","142","52.79","남성","1026","null"
"150","1.34",2020-05-26,"0","0","0.00","0-9","1014","null"
"638","5.68",2020-05-26,"0","0","0.00","10-19","1013","null"
"3123","27.82",2020-05-26,"0","0","0.00","20-29","1012","null"
"1242","11.06",2020-05-26,"0.16","2","0.74","30-39","1011","null"
"1486","13.24",2020-05-26,"0.2","3","1.12","40-49","1010","null"
"1996","17.78",2020-05-26,"0.75","15","5.58","50-59","1009","null"
"1378","12.28",2020-05-26,"2.83","39","14.50","60-69","1008","null"
"721","6.42",2020-05-26,"10.96","79","29.37","70-79","1007","null"
"491","4.37",2020-05-26,"26.68","131","48.70","80 이상","1006","null"
"6561","58.45",2020-05-26,"1.94","127","47.21","여성","1005","null"
"4664","41.55",2020-05-26,"3.04","142","52.79","남성","1004","null"
"149","1.33",2020-05-25,"0","0","0.00","0-9","992","null"
"637","5.68",2020-05-25,"0","0","0.00","10-19","991","null"
"3120","27.84",2020-05-25,"0","0","0.00","20-29","990","null"
"1238","11.05",2020-05-25,"0.16","2","0.75","30-39","989","null"
"1483","13.23",2020-05-25,"0.2","3","1.12","40-49","988","null"
"1992","17.78",2020-05-25,"0.75","15","5.62","50-59","987","null"
"1377","12.29",2020-05-25,"2.83","39","14.61","60-69","986","null"
"719","6.42",2020-05-25,"10.99","79","29.59","70-79","985","null"
"491","4.38",2020-05-25,"26.27","129","48.31","80 이상","984","null"
"6555","58.5",2020-05-25,"1.92","126","47.19","여성","983","null"
"4651","41.5",2020-05-25,"3.03","141","52.81","남성","982","null"
"149","1.33",2020-05-24,"0","0","0.00","0-9","970","null"
"636","5.68",2020-05-24,"0","0","0.00","10-19","969","null"
"3117","27.86",2020-05-24,"0","0","0.00","20-29","968","null"
"1235","11.04",2020-05-24,"0.16","2","0.75","30-39","967","null"
"1481","13.24",2020-05-24,"0.2","3","1.13","40-49","966","null"
"1987","17.76",2020-05-24,"0.75","15","5.64","50-59","965","null"
"1375","12.29",2020-05-24,"2.84","39","14.66","60-69","964","null"
"719","6.43",2020-05-24,"10.85","78","29.32","70-79","963","null"
"491","4.39",2020-05-24,"26.27","129","48.50","80 이상","962","null"
"6547","58.51",2020-05-24,"1.92","126","47.37","여성","961","null"
"4643","41.49",2020-05-24,"3.02","140","52.63","남성","960","null"
"149","1.33",2020-05-23,"0","0","0.00","0-9","948","null"
"634","5.68",2020-05-23,"0","0","0.00","10-19","947","null"
"3113","27.88",2020-05-23,"0","0","0.00","20-29","946","null"
"1231","11.03",2020-05-23,"0.16","2","0.75","30-39","945","null"
"1474","13.2",2020-05-23,"0.2","3","1.13","40-49","944","null"
"1983","17.76",2020-05-23,"0.76","15","5.64","50-59","943","null"
"1372","12.29",2020-05-23,"2.84","39","14.66","60-69","942","null"
"718","6.43",2020-05-23,"10.86","78","29.32","70-79","941","null"
"491","4.4",2020-05-23,"26.27","129","48.50","80 이상","940","null"
"6537","58.55",2020-05-23,"1.93","126","47.37","여성","939","null"
"4628","41.45",2020-05-23,"3.03","140","52.63","남성","938","null"
"148","1.33",2020-05-21,"0","0","0.00","0-9","915","null"
"631","5.67",2020-05-21,"0","0","0.00","10-19","914","null"
"3103","27.9",2020-05-21,"0","0","0.00","20-29","913","null"
"1221","10.98",2020-05-21,"0.16","2","0.76","30-39","912","null"
"1471","13.23",2020-05-21,"0.2","3","1.14","40-49","911","null"
"1972","17.73",2020-05-21,"0.76","15","5.68","50-59","910","null"
"1369","12.31",2020-05-21,"2.78","38","14.39","60-69","909","null"
"717","6.45",2020-05-21,"10.88","78","29.55","70-79","908","null"
"490","4.41",2020-05-21,"26.12","128","48.48","80 이상","907","null"
"6521","58.63",2020-05-21,"1.93","126","47.73","여성","906","null"
"4601","41.37",2020-05-21,"3","138","52.27","남성","905","null"
"148","1.33",2020-05-20,"0","0","0.00","0-9","893","null"
"627","5.64",2020-05-20,"0","0","0.00","10-19","892","null"
"3100","27.9",2020-05-20,"0","0","0.00","20-29","891","null"
"1219","10.97",2020-05-20,"0.16","2","0.76","30-39","890","null"
"1468","13.21",2020-05-20,"0.2","3","1.14","40-49","889","null"
"1972","17.75",2020-05-20,"0.76","15","5.70","50-59","888","null"
"1369","12.32",2020-05-20,"2.78","38","14.45","60-69","887","null"
"717","6.45",2020-05-20,"10.88","78","29.66","70-79","886","null"
"490","4.41",2020-05-20,"25.92","127","48.29","80 이상","885","null"
"6518","58.67",2020-05-20,"1.93","126","47.91","여성","884","null"
"4592","41.33",2020-05-20,"2.98","137","52.09","남성","883","null"
"148","1.34",2020-05-19,"0","0","0.00","0-9","871","null"
"621","5.61",2020-05-19,"0","0","0.00","10-19","870","null"
"3087","27.87",2020-05-19,"0","0","0.00","20-29","869","null"
"1215","10.97",2020-05-19,"0.16","2","0.76","30-39","868","null"
"1462","13.2",2020-05-19,"0.21","3","1.14","40-49","867","null"
"1971","17.79",2020-05-19,"0.76","15","5.70","50-59","866","null"
"1368","12.35",2020-05-19,"2.78","38","14.45","60-69","865","null"
"716","6.46",2020-05-19,"10.89","78","29.66","70-79","864","null"
"490","4.42",2020-05-19,"25.92","127","48.29","80 이상","863","null"
"6509","58.76",2020-05-19,"1.94","126","47.91","여성","862","null"
"4569","41.24",2020-05-19,"3","137","52.09","남성","861","null"
"147","1.33",2020-05-18,"0","0","0.00","0-9","849","null"
"621","5.61",2020-05-18,"0","0","0.00","10-19","848","null"
"3082","27.85",2020-05-18,"0","0","0.00","20-29","847","null"
"1215","10.98",2020-05-18,"0.16","2","0.76","30-39","846","null"
"1462","13.21",2020-05-18,"0.21","3","1.14","40-49","845","null"
"1968","17.79",2020-05-18,"0.76","15","5.70","50-59","844","null"
"1365","12.34",2020-05-18,"2.78","38","14.45","60-69","843","null"
"715","6.46",2020-05-18,"10.91","78","29.66","70-79","842","null"
"490","4.43",2020-05-18,"25.92","127","48.29","80 이상","841","null"
"6505","58.79",2020-05-18,"1.94","126","47.91","여성","840","null"
"4560","41.21",2020-05-18,"3","137","52.09","남성","839","null"
"147","1.33",2020-05-17,"0","0","0.00","0-9","827","null"
"620","5.61",2020-05-17,"0","0","0.00","10-19","826","null"
"3079","27.86",2020-05-17,"0","0","0.00","20-29","825","null"
"1211","10.96",2020-05-17,"0.17","2","0.76","30-39","824","null"
"1457","13.19",2020-05-17,"0.21","3","1.15","40-49","823","null"
"1967","17.8",2020-05-17,"0.76","15","5.73","50-59","822","null"
"1364","12.34",2020-05-17,"2.79","38","14.50","60-69","821","null"
"715","6.47",2020-05-17,"10.77","77","29.39","70-79","820","null"
"490","4.43",2020-05-17,"25.92","127","48.47","80 이상","819","null"
"6501","58.83",2020-05-17,"1.94","126","48.09","여성","818","null"
"4549","41.17",2020-05-17,"2.99","136","51.91","남성","817","null"
"147","1.33",2020-05-16,"0","0","0.00","0-9","805","null"
"619","5.61",2020-05-16,"0","0","0.00","10-19","804","null"
"3074","27.85",2020-05-16,"0","0","0.00","20-29","803","null"
"1209","10.95",2020-05-16,"0.17","2","0.76","30-39","802","null"
"1454","13.17",2020-05-16,"0.21","3","1.15","40-49","801","null"
"1966","17.81",2020-05-16,"0.76","15","5.73","50-59","800","null"
"1364","12.36",2020-05-16,"2.79","38","14.50","60-69","799","null"
"714","6.47",2020-05-16,"10.78","77","29.39","70-79","798","null"
"490","4.44",2020-05-16,"25.92","127","48.47","80 이상","797","null"
"6493","58.83",2020-05-16,"1.94","126","48.09","여성","796","null"
"4544","41.17",2020-05-16,"2.99","136","51.91","남성","795","null"
"145","1.32",2020-05-15,"0","0","0.00","0-9","783","null"
"617","5.6",2020-05-15,"0","0","0.00","10-19","782","null"
"3066","27.83",2020-05-15,"0","0","0.00","20-29","781","null"
"1207","10.95",2020-05-15,"0.17","2","0.77","30-39","780","null"
"1453","13.19",2020-05-15,"0.21","3","1.15","40-49","779","null"
"1965","17.83",2020-05-15,"0.76","15","5.77","50-59","778","null"
"1361","12.35",2020-05-15,"2.79","38","14.62","60-69","777","null"
"714","6.48",2020-05-15,"10.78","77","29.62","70-79","776","null"
"490","4.45",2020-05-15,"25.51","125","48.08","80 이상","775","null"
"6486","58.87",2020-05-15,"1.93","125","48.08","여성","774","null"
"4532","41.13",2020-05-15,"2.98","135","51.92","남성","773","null"
"143","1.3",2020-05-14,"0","0","0.00","0-9","761","null"
"614","5.59",2020-05-14,"0","0","0.00","10-19","760","null"
"3056","27.8",2020-05-14,"0","0","0.00","20-29","759","null"
"1202","10.94",2020-05-14,"0.17","2","0.77","30-39","758","null"
"1451","13.2",2020-05-14,"0.21","3","1.15","40-49","757","null"
"1964","17.87",2020-05-14,"0.76","15","5.77","50-59","756","null"
"1359","12.36",2020-05-14,"2.8","38","14.62","60-69","755","null"
"712","6.48",2020-05-14,"10.81","77","29.62","70-79","754","null"
"490","4.46",2020-05-14,"25.51","125","48.08","80 이상","753","null"
"6475","58.91",2020-05-14,"1.93","125","48.08","여성","752","null"
"4516","41.09",2020-05-14,"2.99","135","51.92","남성","751","null"
"143","1.3",2020-05-13,"0","0","0.00","0-9","739","null"
"603","5.5",2020-05-13,"0","0","0.00","10-19","738","null"
"3042","27.75",2020-05-13,"0","0","0.00","20-29","737","null"
"1199","10.94",2020-05-13,"0.17","2","0.77","30-39","736","null"
"1450","13.23",2020-05-13,"0.21","3","1.16","40-49","735","null"
"1964","17.92",2020-05-13,"0.76","15","5.79","50-59","734","null"
"1359","12.4",2020-05-13,"2.72","37","14.29","60-69","733","null"
"712","6.5",2020-05-13,"10.81","77","29.73","70-79","732","null"
"490","4.47",2020-05-13,"25.51","125","48.26","80 이상","731","null"
"6463","58.96",2020-05-13,"1.93","125","48.26","여성","730","null"
"4499","41.04",2020-05-13,"2.98","134","51.74","남성","729","null"
"142","1.3",2020-05-12,"0","0","0.00","0-9","717","null"
"602","5.5",2020-05-12,"0","0","0.00","10-19","716","null"
"3029","27.7",2020-05-12,"0","0","0.00","20-29","715","null"
"1194","10.92",2020-05-12,"0.17","2","0.78","30-39","714","null"
"1448","13.24",2020-05-12,"0.21","3","1.16","40-49","713","null"
"1963","17.95",2020-05-12,"0.76","15","5.81","50-59","712","null"
"1358","12.42",2020-05-12,"2.72","37","14.34","60-69","711","null"
"711","6.5",2020-05-12,"10.83","77","29.84","70-79","710","null"
"489","4.47",2020-05-12,"25.36","124","48.06","80 이상","709","null"
"6455","59.03",2020-05-12,"1.94","125","48.45","여성","708","null"
"4481","40.97",2020-05-12,"2.97","133","51.55","남성","707","null"
"141","1.29",2020-05-11,"0","0","0.00","0-9","695","null"
"598","5.48",2020-05-11,"0","0","0.00","10-19","694","null"
"3019","27.67",2020-05-11,"0","0","0.00","20-29","693","null"
"1188","10.89",2020-05-11,"0.17","2","0.78","30-39","692","null"
"1446","13.26",2020-05-11,"0.21","3","1.17","40-49","691","null"
"1960","17.97",2020-05-11,"0.77","15","5.86","50-59","690","null"
"1358","12.45",2020-05-11,"2.72","37","14.45","60-69","689","null"
"711","6.52",2020-05-11,"10.83","77","30.08","70-79","688","null"
"488","4.47",2020-05-11,"25","122","47.66","80 이상","687","null"
"6448","59.11",2020-05-11,"1.91","123","48.05","여성","686","null"
"4461","40.89",2020-05-11,"2.98","133","51.95","남성","685","null"
"141","1.3",2020-05-10,"0","0","0.00","0-9","673","null"
"597","5.49",2020-05-10,"0","0","0.00","10-19","672","null"
"2998","27.57",2020-05-10,"0","0","0.00","20-29","671","null"
"1180","10.85",2020-05-10,"0.17","2","0.78","30-39","670","null"
"1442","13.26",2020-05-10,"0.21","3","1.17","40-49","669","null"
"1960","18.02",2020-05-10,"0.77","15","5.86","50-59","668","null"
"1357","12.48",2020-05-10,"2.73","37","14.45","60-69","667","null"
"711","6.54",2020-05-10,"10.83","77","30.08","70-79","666","null"
"488","4.49",2020-05-10,"25","122","47.66","80 이상","665","null"
"6444","59.26",2020-05-10,"1.91","123","48.05","여성","664","null"
"4430","40.74",2020-05-10,"3","133","51.95","남성","663","null"
"141","1.3",2020-05-09,"0","0","0.00","0-9","651","null"
"594","5.48",2020-05-09,"0","0","0.00","10-19","650","null"
"2979","27.48",2020-05-09,"0","0","0.00","20-29","649","null"
"1177","10.86",2020-05-09,"0.17","2","0.78","30-39","648","null"
"1438","13.27",2020-05-09,"0.21","3","1.17","40-49","647","null"
"1958","18.06",2020-05-09,"0.77","15","5.86","50-59","646","null"
"1355","12.5",2020-05-09,"2.73","37","14.45","60-69","645","null"
"710","6.55",2020-05-09,"10.85","77","30.08","70-79","644","null"
"488","4.5",2020-05-09,"25","122","47.66","80 이상","643","null"
"6434","59.35",2020-05-09,"1.91","123","48.05","여성","642","null"
"4406","40.65",2020-05-09,"3.02","133","51.95","남성","641","null"
"141","1.3",2020-05-08,"0","0","0.00","0-9","629","null"
"592","5.47",2020-05-08,"0","0","0.00","10-19","628","null"
"2967","27.42",2020-05-08,"0","0","0.00","20-29","627","null"
"1174","10.85",2020-05-08,"0.17","2","0.78","30-39","626","null"
"1438","13.29",2020-05-08,"0.21","3","1.17","40-49","625","null"
"1957","18.08",2020-05-08,"0.77","15","5.86","50-59","624","null"
"1355","12.52",2020-05-08,"2.73","37","14.45","60-69","623","null"
"710","6.56",2020-05-08,"10.85","77","30.08","70-79","622","null"
"488","4.51",2020-05-08,"25","122","47.66","80 이상","621","null"
"6433","59.44",2020-05-08,"1.91","123","48.05","여성","620","null"
"4389","40.56",2020-05-08,"3.03","133","51.95","남성","619","null"
"140","1.3",2020-05-07,"0","0","0.00","0-9","607","null"
"592","5.48",2020-05-07,"0","0","0.00","10-19","606","null"
"2966","27.44",2020-05-07,"0","0","0.00","20-29","605","null"
"1167","10.8",2020-05-07,"0.17","2","0.78","30-39","604","null"
"1436","13.28",2020-05-07,"0.21","3","1.17","40-49","603","null"
"1957","18.1",2020-05-07,"0.77","15","5.86","50-59","602","null"
"1354","12.53",2020-05-07,"2.73","37","14.45","60-69","601","null"
"710","6.57",2020-05-07,"10.85","77","30.08","70-79","600","null"
"488","4.51",2020-05-07,"25","122","47.66","80 이상","599","null"
"6428","59.46",2020-05-07,"1.91","123","48.05","여성","598","null"
"4382","40.54",2020-05-07,"3.04","133","51.95","남성","597","null"
"140","1.3",2020-05-06,"0","0","0.00","0-9","585","null"
"591","5.47",2020-05-06,"0","0","0.00","10-19","584","null"
"2964","27.43",2020-05-06,"0","0","0.00","20-29","583","null"
"1166","10.79",2020-05-06,"0.17","2","0.78","30-39","582","null"
"1436","13.29",2020-05-06,"0.21","3","1.18","40-49","581","null"
"1957","18.11",2020-05-06,"0.77","15","5.88","50-59","580","null"
"1354","12.53",2020-05-06,"2.66","36","14.12","60-69","579","null"
"710","6.57",2020-05-06,"10.85","77","30.20","70-79","578","null"
"488","4.52",2020-05-06,"25","122","47.84","80 이상","577","null"
"6427","59.48",2020-05-06,"1.91","123","48.24","여성","576","null"
"4379","40.52",2020-05-06,"3.01","132","51.76","남성","575","null"
"140","1.3",2020-05-05,"0","0","0.00","0-9","563","null"
"591","5.47",2020-05-05,"0","0","0.00","10-19","562","null"
"2964","27.43",2020-05-05,"0","0","0.00","20-29","561","null"
"1165","10.78",2020-05-05,"0.17","2","0.79","30-39","560","null"
"1436","13.29",2020-05-05,"0.21","3","1.18","40-49","559","null"
"1957","18.11",2020-05-05,"0.77","15","5.91","50-59","558","null"
"1353","12.52",2020-05-05,"2.66","36","14.17","60-69","557","null"
"710","6.57",2020-05-05,"10.7","76","29.92","70-79","556","null"
"488","4.52",2020-05-05,"25","122","48.03","80 이상","555","null"
"6427","59.49",2020-05-05,"1.91","123","48.43","여성","554","null"
"4377","40.51",2020-05-05,"2.99","131","51.57","남성","553","null"
"140","1.3",2020-05-04,"0","0","0.00","0-9","541","null"
"591","5.47",2020-05-04,"0","0","0.00","10-19","540","null"
"2964","27.44",2020-05-04,"0","0","0.00","20-29","539","null"
"1164","10.78",2020-05-04,"0.17","2","0.79","30-39","538","null"
"1435","13.29",2020-05-04,"0.21","3","1.19","40-49","537","null"
"1956","18.11",2020-05-04,"0.77","15","5.95","50-59","536","null"
"1353","12.53",2020-05-04,"2.66","36","14.29","60-69","535","null"
"710","6.57",2020-05-04,"10.7","76","30.16","70-79","534","null"
"488","4.52",2020-05-04,"24.59","120","47.62","80 이상","533","null"
"6426","59.49",2020-05-04,"1.88","121","48.02","여성","532","null"
"4375","40.51",2020-05-04,"2.99","131","51.98","남성","531","null"
"140","1.3",2020-05-03,"0","0","0.00","0-9","519","null"
"591","5.48",2020-05-03,"0","0","0.00","10-19","518","null"
